"","release","book","chapter","page","chapter_num","page_num"
"406","v5.2","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.5 A Mathematical Model of the Sampling Distribution of b1",10,5
"407","v5.2","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.6 Things That Affect p-Value",10,6
"408","v5.2","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.7 Hypothesis Testing for Regression Models",10,7
"409","v5.2","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1",11,1
"410","v5.2","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.2 Sampling Distributions of PRE and F",11,2
"411","v5.2","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.3 The Sampling Distribution of F",11,3
"412","v5.2","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.4 The F-Distribution: A Mathematical Model of the Sampling Distribution of F",11,4
"413","v5.2","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.5 Using F to Test a Regression Model",11,5
"414","v5.2","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.6 Type I and Type II Error",11,6
"415","v5.2","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.7 Using F to Compare Multiple Groups",11,7
"416","v5.2","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals",12,1
"417","v5.2","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.2 Using Bootstrapping to Calculate the 95% Confidence Interval",12,2
"418","v5.2","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.3 Shuffle, Resample, and Standard Error",12,3
"419","v5.2","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.4 Interpreting the Confidence Interval",12,4
"420","v5.2","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.5 Confidence Intervals for Other Parameters",12,5
"421","v5.2","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.6 What Affects the Width of the Confidence Interval",12,6
"422","v5.2","College / Statistics and Data Science (ABC)","Chapter 13 - What You Have Learned","13.1 What You Have Learned About Exploring Variation",13,1
"423","v5.2","College / Statistics and Data Science (ABC)","Chapter 13 - What You Have Learned","13.2 What You Have Learned About Modeling Variation",13,2
"424","v5.2","College / Statistics and Data Science (ABC)","Chapter 13 - What You Have Learned","13.3 What You Have Learned About Evaluating Models",13,3
"425","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.7 The Five-Number Summary",3,7
"426","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.8 Boxplots and the Five-Number Summary",3,8
"427","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.9 Exploring Variation in Categorical Variables",3,9
"428","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.10 Chapter 3 Review Questions",3,10
"429","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation",4,1
"430","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.2 Explaining One Variable with Another",4,2
"431","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.3 Outcome and Explanatory Variables",4,3
"432","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.4 More Ways to Visualize Relationships: Point and Jitter Plots",4,4
"433","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.5 Even More Ways: Putting these Plots Together",4,5
"434","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.6 Representing Relationships Among Variables",4,6
"435","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.9 From Categorical to Quantitative Explanatory Variables",4,9
"436","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.10 Quantitative Explanatory Variables",4,10
"437","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?",5,1
"438","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.2 Modeling a Distribution as a Single Number",5,2
"439","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.3 Median vs. Mean as a Model",5,3
"440","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.4 Exploring the Mean",5,4
"441","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.5 Fitting the Empty Model",5,5
"442","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.6 Generating Predictions from the Empty Model",5,6
"443","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.7 Thinking About Error",5,7
"444","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.8 The World of Mathematical Notation",5,8
"445","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.9 DATA = MODEL + ERROR: Notation",5,9
"446","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.10 Summarizing Where We Are",5,10
"447","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.1 Quantifying Total Error Around a Model",6,1
"448","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.2 The Beauty of Sum of Squares",6,2
"449","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.3 Variance",6,3
"450","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.4 Standard Deviation",6,4
"451","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.5 Z-Scores",6,5
"452","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.6 Interpreting and Using Z-Scores",6,6
"453","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.7 Modeling the Shape of the Error Distribution",6,7
"454","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.8 Modeling Error with the Normal Distribution",6,8
"455","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.9 Using the Normal Model to Make Predictions",6,9
"456","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.10 Getting Familiar with the Normal Distribution",6,10
"457","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation",7,1
"458","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.2 Using R to Fit the Group Model",7,2
"459","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.3 GLM Notation for the Group Model",7,3
"460","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.4 How the Model Makes Predictions",7,4
"461","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.5 Error Leftover From the Group Model",7,5
"462","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.6 Graphing Residuals From the Model",7,6
"463","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.7 Error Reduced by the Group Model",7,7
"464","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.8 Using SS Error to Compare Group to Empty Model",7,8
"465","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.9 Partitioning Sums of Squares into Model and Error",7,9
"466","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.10 Using Proportional Reduction in Error (PRE) to Compare Two Models",7,10
"467","v5.2","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model",8,1
"468","v5.2","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.2 Fitting and Interpreting the Three-Group Model",8,2
"469","v5.2","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.3 Comparing the Fit of the Two- and Three-Group Models",8,3
"470","v5.2","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.4 The F Ratio",8,4
"471","v5.2","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.5 Measures of Effect Size",8,5
"472","v5.2","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.6 Modeling the DGP",8,6
"473","v5.2","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.7 Using Shuffle to Compare Models of the DGP",8,7
"474","v5.2","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.8 Chapter 8 Review Questions",8,8
"475","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model",9,1
"476","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.2 Specifying the Height Model with GLM Notation",9,2
"477","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.3 Interpreting the Parameter Estimates for a Regression Model",9,3
"478","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.4 Comparing Regression Models to Group Models",9,4
"479","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.5 Error from the Height Model",9,5
"480","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.6 Sums of Squares in the ANOVA Table",9,6
"481","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.7 Assessing Model Fit with PRE and F",9,7
"482","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.10 Using Shuffle to Interpret the Slope of a Regression Line",9,10
"483","v5.2","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.8 Pairwise Comparisons",11,8
"484","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.11 Chapter 2 Review Questions 2",2,11
"485","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.11 Chapter 3 Review Questions 2",3,11
"486","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.11 Research Design",4,11
"487","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.12 Considering Randomness as a Possible DGP",4,12
"488","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.13 Shuffling Can Help Us Understand Real Data Better",4,13
"489","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",4,14
"490","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.15 Chapter 4 Review Questions",4,15
"491","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.16 Chapter 4 Review Questions 2",4,16
"492","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.11 Chapter 5 Review Questions",5,11
"493","v5.2","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.12 Chapter 5 Review Questions 2",5,12
"494","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.11 The Empirical Rule",6,11
"495","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.12 Next Up: Explaining Error",6,12
"496","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.13 Chapter 6 Review Questions",6,13
"497","v5.2","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.14 Chapter 6 Review Questions 2",6,14
"498","v5.2","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.11 Chapter 7 Review Questions ",7,11
"499","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",9,11
"500","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.12 Chapter 9 Review Questions",9,12
"501","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.13 Chapter 9 Review Questions 2",9,13
"502","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.8 Correlation",9,8
"503","v5.2","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.9 More on Pearson's R",9,9
"504","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.7 Sources of Variation",4,7
"505","v5.2","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.8 Randomness",4,8
"506","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.1 Welcome to Statistics",1,1
"507","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.2 What is Understanding?",1,2
"508","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.3 Doing Statistics with R",1,3
"509","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.4 Introduction to R Functions",1,4
"510","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.5 Save Your Work in R Objects",1,5
"511","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.6 Goals of This Course",1,6
"512","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.7 Chapter 1 Review Questions",1,7
"513","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers",2,1
"514","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.2 From Numbers to Data",2,2
"515","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.3 A Data Frame Example: MindsetMatters",2,3
"516","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.4 Measurement",2,4
"517","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.5 Measurement (Continued)",2,5
"518","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.6 Sampling from a Population",2,6
"519","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.7 The Structure of Data",2,7
"520","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.8 Manipulating Data",2,8
"521","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.9 Summary",2,9
"522","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.10 Chapter 2 Review Questions",2,10
"523","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution",3,1
"524","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.2 Visualizing Distributions with Histograms",3,2
"525","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.3 Shape, Center, Spread, and Weird Things",3,3
"526","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.4 The Data Generating Process",3,4
"527","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.5 The Back and Forth Between Data and the DGP",3,5
"528","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.6 The Back and Forth Between Data and the DGP (Continued)",3,6
"529","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.7 The Five-Number Summary",3,7
"530","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.8 Boxplots and the Five-Number Summary",3,8
"531","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.9 Exploring Variation in Categorical Variables",3,9
"532","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.2 Explaining One Variable with Another",4,2
"533","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.3 Outcome and Explanatory Variables",4,3
"534","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.4 More Ways to Visualize Relationships: Point and Jitter Plots",4,4
"535","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.5 Even More Ways: Putting these Plots Together",4,5
"536","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.9 From Categorical to Quantitative Explanatory Variables",4,9
"537","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.10 Quantitative Explanatory Variables",4,10
"538","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?",5,1
"539","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.2 Modeling a Distribution as a Single Number",5,2
"540","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.5 Fitting the Empty Model",5,5
"541","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.6 Generating Predictions from the Empty Model",5,6
"542","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.8 The World of Mathematical Notation",5,8
"543","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.9 DATA = MODEL + ERROR: Notation",5,9
"544","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.11 Chapter 3 Review Questions 2",3,11
"545","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.15 Chapter 4 Review Questions",4,15
"546","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.16 Chapter 4 Review Questions 2",4,16
"547","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.11 Chapter 5 Review Questions",5,11
"548","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 5 - A Simple Model","5.12 Chapter 5 Review Questions 2",5,12
"549","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.10 Chapter 3 Review Questions",3,10
"550","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.11 Chapter 2 Review Questions 2",2,11
"551","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.1 Welcome to Statistics",1,1
"552","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.2 What is Understanding?",1,2
"553","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.3 Doing Statistics with R",1,3
"554","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.4 Introduction to R Functions",1,4
"555","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.5 Save Your Work in R Objects",1,5
"556","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.6 Goals of This Course",1,6
"557","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.7 Chapter 1 Review Questions",1,7
"558","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers",2,1
"559","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.2 From Numbers to Data",2,2
"560","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.3 A Data Frame Example: MindsetMatters",2,3
"561","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.4 Measurement",2,4
"562","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.5 Measurement (Continued)",2,5
"563","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.6 Sampling from a Population",2,6
"564","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.7 The Structure of Data",2,7
"565","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.8 Manipulating Data",2,8
"566","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.9 Summary",2,9
"567","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.10 Chapter 2 Review Questions",2,10
"568","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution",3,1
"569","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.2 Visualizing Distributions with Histograms",3,2
"570","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.3 Shape, Center, Spread, and Weird Things",3,3
"571","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.4 The Data Generating Process",3,4
"572","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.5 The Back and Forth Between Data and the DGP",3,5
"573","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.6 The Back and Forth Between Data and the DGP (Continued)",3,6
"574","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.7 The Five-Number Summary",3,7
"575","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.8 Boxplots and the Five-Number Summary",3,8
"576","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.9 Exploring Variation in Categorical Variables",3,9
"577","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.10 Chapter 3 Review Questions",3,10
"578","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation",4,1
"579","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.2 Explaining One Variable with Another",4,2
"580","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.3 Outcome and Explanatory Variables",4,3
"581","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.4 More Ways to Visualize Relationships: Point and Jitter Plots",4,4
"582","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.5 Even More Ways: Putting these Plots Together",4,5
"583","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.6 Representing Relationships Among Variables",4,6
"584","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.7 Sources of Variation",4,7
"585","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.8 Randomness",4,8
"586","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.9 From Categorical to Quantitative Explanatory Variables",4,9
"587","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.10 Quantitative Explanatory Variables",4,10
"588","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?",5,1
"589","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.2 Modeling a Distribution as a Single Number",5,2
"590","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.3 Median vs. Mean as a Model",5,3
"591","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.4 Exploring the Mean",5,4
"592","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.5 Fitting the Empty Model",5,5
"593","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.6 Generating Predictions from the Empty Model",5,6
"594","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.7 Thinking About Error",5,7
"595","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.8 The World of Mathematical Notation",5,8
"596","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.9 DATA = MODEL + ERROR: Notation",5,9
"597","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.10 Summarizing Where We Are",5,10
"598","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.1 Quantifying Total Error Around a Model",6,1
"599","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.2 The Beauty of Sum of Squares",6,2
"600","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.3 Variance",6,3
"601","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.4 Standard Deviation",6,4
"602","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.5 Z-Scores",6,5
"603","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.6 Interpreting and Using Z-Scores",6,6
"604","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.7 Modeling the Shape of the Error Distribution",6,7
"605","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.8 Modeling Error with the Normal Distribution",6,8
"606","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.9 Using the Normal Model to Make Predictions",6,9
"607","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.10 Getting Familiar with the Normal Distribution",6,10
"608","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation",7,1
"609","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.2 Using R to Fit the Group Model",7,2
"610","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.3 GLM Notation for the Group Model",7,3
